customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00017,Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),44.26,2164.45,No
CUST-00018,Female,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.31,5223.44,No
CUST-00019,Female,1,No,Yes,30,Yes,No,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),115.02,1094.58,Yes
CUST-00020,Male,0,Yes,No,21,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),77.85,4158.55,No
CUST-00021,Female,0,No,No,42,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,56.58,6149.23,Yes
CUST-00022,Male,0,No,Yes,66,No,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,114.96,1331.1,No
CUST-00023,Female,1,No,No,53,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),52.91,6031.01,No
CUST-00024,Female,0,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),29.49,6091.14,Yes
CUST-00025,Female,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,119.68,498.21,Yes
CUST-00026,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,46.78,169.9,Yes
CUST-00027,Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),105.13,7792.0,No
CUST-00028,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),36.55,1563.19,No
CUST-00029,Female,0,Yes,No,40,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),93.14,6580.67,Yes
CUST-00030,Female,1,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,72.44,4503.57,Yes
CUST-00031,Male,0,Yes,Yes,34,No,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,118.09,2130.49,No
CUST-00032,Male,1,No,Yes,55,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.28,1057.16,Yes
CUST-00033,Female,1,Yes,Yes,29,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,22.5,3983.48,No
CUST-00034,Female,0,Yes,No,56,Yes,No,No,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),80.39,3270.69,No
CUST-00035,Female,0,No,Yes,46,Yes,No phone service,No,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,34.53,5597.11,No
CUST-00036,Male,1,Yes,Yes,34,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,99.85,7235.27,No
CUST-00037,Female,0,Yes,No,18,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.66,6445.88,No
CUST-00038,Male,0,No,No,7,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,68.21,2210.13,No
CUST-00039,Male,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),98.32,7033.89,No
CUST-00040,Male,0,Yes,Yes,70,No,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,34.51,6670.46,No
CUST-00041,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,69.21,7434.51,Yes
CUST-00042,Male,0,No,No,6,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.39,3680.11,Yes
CUST-00043,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.13,6153.23,Yes
CUST-00044,Female,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),24.45,4741.43,No
CUST-00045,Female,0,No,Yes,35,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,95.21,2497.81,No
CUST-00046,Female,0,Yes,Yes,24,No,No phone service,No,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),27.91,7955.56,No
CUST-00047,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,85.65,325.69,No
CUST-00048,Male,0,No,No,0,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),21.85,1314.94,No
CUST-00049,Female,0,Yes,No,14,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,103.19,7142.49,Yes
CUST-00050,Female,0,No,No,36,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,37.47,503.29,No
CUST-00051,Male,0,No,No,12,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),71.55,7096.83,Yes
CUST-00052,Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,46.15,5727.47,Yes
CUST-00053,Male,0,No,Yes,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,92.26,312.74,No
CUST-00054,Female,0,No,Yes,59,Yes,Yes,No,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,52.14,3445.97,No
CUST-00055,Male,1,Yes,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,92.46,6040.68,No
CUST-00056,Female,0,Yes,Yes,35,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,48.49,4673.14,No
CUST-00057,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.25,7488.25,No
CUST-00058,Male,0,No,Yes,65,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),23.06,6943.8,No
CUST-00059,Male,0,Yes,Yes,62,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,48.33,2674.53,No
CUST-00060,Male,0,No,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,69.86,695.33,No
CUST-00061,Male,0,No,No,8,Yes,Yes,No,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,24.51,7555.17,No
CUST-00062,Male,0,No,Yes,33,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),38.6,4147.95,No
CUST-00063,Male,0,No,No,45,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),113.45,613.69,No
CUST-00064,Male,0,No,Yes,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),117.68,6536.27,No
CUST-00065,Male,0,No,Yes,29,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,93.97,6950.68,No
CUST-00066,Female,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.22,5122.61,No
CUST-00067,Female,0,Yes,Yes,2,No,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),46.05,3591.12,No
CUST-00068,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.58,5304.14,No
CUST-00069,Female,1,No,No,59,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),31.76,5659.34,No
CUST-00070,Female,0,No,No,44,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),114.83,7146.38,No
CUST-00071,Female,0,Yes,Yes,33,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),42.48,7647.78,Yes
CUST-00072,Female,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Mailed check,119.96,4124.28,No
CUST-00073,Male,0,Yes,Yes,60,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),69.57,6391.99,No
CUST-00074,Female,0,Yes,Yes,15,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,97.14,7716.79,No
CUST-00075,Male,1,Yes,No,65,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),20.22,1226.92,No
CUST-00076,Female,1,No,Yes,39,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.87,165.78,No
CUST-00077,Female,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,47.0,6954.33,Yes
CUST-00078,Female,1,Yes,Yes,33,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,86.79,1578.28,Yes
CUST-00079,Male,0,Yes,No,15,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),100.64,358.98,No
CUST-00080,Female,0,Yes,Yes,59,Yes,Yes,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,36.41,1297.57,No
CUST-00081,Male,0,Yes,Yes,65,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,64.25,3085.24,Yes
CUST-00082,Female,1,Yes,No,65,Yes,No phone service,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),69.38,1769.74,Yes
CUST-00083,Male,0,No,Yes,12,Yes,No phone service,No,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),51.21,2455.92,Yes
CUST-00084,Female,0,Yes,Yes,55,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),68.18,7802.85,No
CUST-00085,Male,0,No,Yes,30,Yes,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,51.75,5641.16,Yes
CUST-00086,Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,56.07,5703.29,Yes
CUST-00087,Female,0,No,Yes,38,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),86.93,775.59,No
CUST-00088,Male,0,No,Yes,66,No,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),83.26,5862.14,No
CUST-00089,Female,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),43.23,5919.97,No
CUST-00090,Female,0,No,No,54,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),109.75,5284.77,No
CUST-00091,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.28,1842.92,No
CUST-00092,Female,0,No,Yes,52,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,70.91,3395.83,No
CUST-00093,Female,0,Yes,Yes,38,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,63.33,6773.29,No
CUST-00094,Female,0,No,Yes,64,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),57.69,5368.21,Yes
CUST-00095,Female,1,Yes,No,16,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,90.73,5867.5,No
CUST-00096,Female,0,No,Yes,29,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),87.17,4707.25,No
CUST-00097,Female,0,No,Yes,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,39.62,3607.7,Yes
CUST-00098,Female,0,Yes,No,12,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.15,6077.24,No
CUST-00099,Female,0,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.24,562.05,No
CUST-00100,Male,0,Yes,No,18,Yes,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,21.86,5391.82,No
CUST-00101,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.92,7977.69,No
CUST-00102,Female,0,Yes,No,18,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),84.48,6245.93,Yes
CUST-00103,Female,0,Yes,Yes,56,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,61.08,2338.7,No
CUST-00104,Female,0,No,No,24,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,72.57,2237.0,No
CUST-00105,Female,0,No,Yes,30,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,114.72,5344.4,No
CUST-00106,Female,0,Yes,Yes,54,Yes,No phone service,No,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,79.52,7168.92,No
CUST-00107,Female,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),85.79,4632.04,Yes
CUST-00108,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,26.39,4228.67,No
CUST-00109,Female,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),36.6,1299.87,No
CUST-00110,Male,0,No,Yes,9,No,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,50.1,5729.35,Yes
CUST-00111,Female,0,Yes,No,71,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.94,5624.34,No
CUST-00112,Male,0,Yes,No,53,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),97.66,7736.27,No
CUST-00113,Female,0,No,No,51,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,52.12,2415.53,No
CUST-00114,Female,0,No,No,19,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,55.64,6056.43,Yes
CUST-00115,Male,1,No,No,31,Yes,No phone service,No,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),45.62,3483.84,No
CUST-00116,Female,1,Yes,Yes,13,No,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),45.46,4476.61,No
CUST-00117,Male,0,Yes,Yes,49,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,114.89,6535.3,No
CUST-00118,Female,0,No,Yes,27,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.55,1791.52,Yes
CUST-00119,Female,0,No,No,52,Yes,No phone service,No,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,35.59,2756.09,No
CUST-00120,Male,0,No,No,23,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),92.22,6191.0,No
CUST-00121,Female,0,No,No,21,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),92.2,4572.25,Yes
CUST-00122,Male,0,Yes,Yes,29,Yes,No phone service,No,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.65,757.53,No
CUST-00123,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,33.47,3452.88,No
CUST-00124,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),60.8,4701.33,Yes
CUST-00125,Male,0,Yes,No,58,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,30.68,7277.95,No
CUST-00126,Female,0,No,Yes,7,Yes,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),101.66,1524.13,No
CUST-00127,Female,0,No,No,11,No,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),85.52,6451.5,No
CUST-00128,Male,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,70.72,1062.38,No
CUST-00129,Female,0,Yes,No,33,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,54.3,1953.04,Yes
CUST-00130,Female,0,No,Yes,48,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,38.42,1961.88,No
CUST-00131,Female,0,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),30.64,7022.28,No
CUST-00132,Male,1,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,116.92,1608.16,Yes
CUST-00133,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),39.96,6299.95,No
CUST-00134,Male,0,Yes,No,37,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),25.99,3705.22,Yes
CUST-00135,Male,0,No,Yes,49,Yes,No phone service,No,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),116.17,7992.74,No
CUST-00136,Male,0,Yes,Yes,7,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),74.9,6715.95,No
CUST-00137,Male,0,No,No,40,Yes,No phone service,No,No,No,No,Yes,No,No,One year,No,Electronic check,99.67,5922.83,No
CUST-00138,Male,0,No,No,5,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,24.38,6968.4,Yes
CUST-00139,Male,0,Yes,Yes,68,Yes,No phone service,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.69,5079.56,No
CUST-00140,Male,0,Yes,No,43,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,59.82,6752.35,No
CUST-00141,Female,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),97.2,2103.79,No
CUST-00142,Male,0,Yes,No,28,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,23.84,799.67,No
CUST-00143,Female,0,Yes,No,27,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,60.17,4935.14,Yes
CUST-00144,Female,0,Yes,Yes,10,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),99.91,3488.83,No
CUST-00145,Female,0,Yes,No,64,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.27,3423.0,No
CUST-00146,Male,1,No,No,18,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,75.0,4223.45,No
CUST-00147,Male,0,No,Yes,8,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),29.72,2903.83,No
CUST-00148,Male,0,Yes,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,33.23,5015.96,No
CUST-00149,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.7,263.94,Yes
CUST-00150,Female,0,Yes,No,43,Yes,No phone service,No,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,87.5,7759.73,No
CUST-00151,Male,0,Yes,No,67,Yes,No phone service,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,117.91,7399.18,No
CUST-00152,Male,0,No,No,14,Yes,No phone service,No,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.2,7483.46,No
CUST-00153,Male,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.32,2932.73,No
CUST-00154,Male,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,105.73,4264.49,No
CUST-00155,Male,0,Yes,Yes,48,Yes,No phone service,No,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),30.45,7633.96,Yes
CUST-00156,Female,0,Yes,No,69,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),64.93,7220.72,No
CUST-00157,Male,0,No,No,55,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,48.71,6326.15,No
CUST-00158,Female,0,Yes,No,50,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,30.46,3270.51,No
CUST-00159,Male,0,No,No,36,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,96.35,4523.43,No
CUST-00160,Female,0,Yes,Yes,16,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,71.08,6347.44,Yes
CUST-00161,Male,0,No,Yes,57,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,75.68,2198.64,No
CUST-00162,Male,1,Yes,No,28,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.13,5019.07,No
CUST-00163,Female,0,No,Yes,32,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),66.03,6626.92,No
CUST-00164,Female,0,Yes,No,59,No,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,31.6,5665.49,No
CUST-00165,Female,0,Yes,No,54,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,87.29,3846.26,No
CUST-00166,Male,0,Yes,Yes,9,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),63.24,4685.17,Yes
CUST-00167,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),101.68,7909.63,No
CUST-00168,Male,0,Yes,No,22,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,39.63,4823.86,No
CUST-00169,Male,0,No,Yes,20,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,40.51,6289.23,No
CUST-00170,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),84.58,5818.31,No
CUST-00171,Female,0,Yes,No,32,Yes,Yes,No,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,104.6,5617.9,No
CUST-00172,Male,1,Yes,Yes,23,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.22,5736.63,No
CUST-00173,Male,0,Yes,No,10,Yes,Yes,No,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,92.7,3646.19,Yes
CUST-00174,Female,0,No,Yes,16,Yes,No phone service,No,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,119.93,3803.8,No
CUST-00175,Female,0,Yes,No,67,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),119.03,3753.54,Yes
CUST-00176,Female,1,No,Yes,46,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,94.43,285.37,No
